,customer_id,gender,DateOfBirth,State,Contact,Segment,claim_id,incident_cause,claim_date,claim_area,police_report,claim_type,claim_amount,total_policy_claims,fraudulent,flag
600,5152503,Male,1975-08-27,ND,126-721-7382,Silver,18739929,Crime,2017-01-07,Auto,No,Material only,1759.5,4,Yes,1
601,41093135,Female,1982-03-13,NV,273-769-6917,Gold,94983660,Driver error,2018-03-08,Auto,Unknown,Material and injury,29480.0,1,No,0
602,61806100,Female,1992-01-07,OR,927-618-7894,Platinum,73658027,Crime,2017-09-20,Auto,Unknown,Material only,1040.0,2,No,0
603,81909700,Female,1961-01-14,IN,392-153-3128,Platinum,81308209,Natural causes,2018-04-04,Home,No,Material only,2440.0,1,No,1
604,7891758,Male,1982-01-16,ID,596-842-1325,Platinum,39795153,Natural causes,2018-07-07,Auto,No,Material only,1140.0,1,No,1
605,95560169,Male,1973-03-25,RI,597-124-3297,Platinum,29685280,Other driver error,2017-02-23,Auto,Unknown,Injury only,34950.0,1,No,0
606,48477566,Female,1992-10-22,AR,641-298-6278,Platinum,77152566,Other driver error,2017-03-22,Auto,No,Material only,2980.0,1,No,1
607,9775143,Female,1995-01-10,LA,921-936-1682,Silver,72674711,Other driver error,2018-06-03,Auto,No,Material only,2130.0,1,No,1
608,39959491,Female,1995-04-07,DE,139-742-5417,Silver,54642809,Driver error,2018-09-06,Auto,Unknown,Material only,2720.0,1,No,0
609,69355027,Female,1964-12-17,MO,354-352-3891,Silver,98163164,Crime,2018-09-26,Auto,Unknown,Material only,2950.0,1,No,0
610,95639174,Male,1962-04-18,MD,574-785-1593,Platinum,3679965,Natural causes,2017-08-04,Auto,No,Material only,2840.0,4,No,1
611,82028774,Male,1960-07-05,ME,935-874-7328,Platinum,68733687,Driver error,2017-03-29,Auto,Unknown,Material and injury,38065.0,4,Yes,0
612,48673624,Female,1976-03-21,ID,536-156-4179,Platinum,83531718,Driver error,2017-10-10,Auto,Yes,Material and injury,26440.0,2,No,1
613,41009394,Female,1984-07-06,UT,384-934-5241,Gold,89824066,Other causes,2017-02-23,Auto,No,Material only,12467.68,4,Yes,1
614,42726730,Female,1966-03-03,IL,925-473-6217,Gold,47009317,Other causes,2018-05-07,Auto,Unknown,Material and injury,28400.0,1,No,0
615,18062339,Male,1976-05-10,MO,572-567-1943,Silver,75950191,Driver error,2018-10-03,Auto,Unknown,Material only,1320.0,1,No,0
616,6540281,Male,1993-02-08,AR,196-527-8275,Silver,19454050,Other causes,2018-01-13,Auto,No,Material only,2120.0,1,No,1
617,61582066,Female,1997-04-04,GA,385-513-8153,Platinum,41214204,Natural causes,2018-02-15,Auto,No,Material only,2000.0,1,No,1
618,49058491,Female,1973-02-28,AL,794-453-2839,Platinum,14042956,Crime,2017-10-17,Auto,Unknown,Material only,2150.0,1,No,0
619,3124373,Male,1979-12-18,IA,527-891-4692,Platinum,42133860,Natural causes,2017-01-21,Auto,Unknown,Material only,1350.0,2,No,0
620,5345468,Female,1993-03-21,DE,279-185-9127,Platinum,7265365,Other causes,2017-07-08,Auto,Unknown,Injury only,18570.0,1,No,0
622,84147585,Male,1972-10-18,AK,743-569-4783,Gold,78221963,Driver error,2018-04-10,Auto,Yes,Injury only,14430.0,4,No,1
624,85357756,Male,1970-01-02,PA,915-698-3649,Platinum,1654201,Driver error,2018-06-23,Auto,Unknown,Material only,2510.0,1,No,0
626,53539195,Male,1989-10-02,NV,914-342-8239,Gold,41779510,Driver error,2018-10-03,Home,No,Injury only,25040.0,1,No,1
627,47153140,Male,1990-07-22,ID,738-413-2418,Platinum,47786788,Natural causes,2017-10-24,Auto,No,Material only,1700.0,1,No,1
628,34369658,Female,1985-08-05,IN,897-847-6547,Gold,2725264,Other causes,2017-05-22,Auto,No,Material only,2330.0,1,No,1
629,14477985,Male,1998-07-09,NE,496-361-3285,Silver,7384147,Natural causes,2017-05-02,Auto,Unknown,Injury only,13100.0,5,No,0
630,66521317,Male,1991-09-03,SD,519-549-9375,Silver,36174594,Natural causes,2017-03-16,Auto,No,Material only,12467.68,1,No,1
631,9081086,Male,1976-08-06,WA,254-273-2185,Silver,91772998,Driver error,2018-04-24,Auto,Yes,Injury only,34470.0,1,No,1
632,47237571,Female,1984-11-14,MI,982-854-4365,Platinum,8216191,Other causes,2018-08-16,Home,No,Material and injury,40930.0,1,No,1
633,91010040,Male,1998-01-27,VA,329-421-9842,Gold,67389802,Crime,2018-08-16,Auto,No,Material only,2460.0,1,No,1
634,69050904,Female,1996-02-19,ID,561-736-4597,Gold,17961815,Natural causes,2018-07-14,Auto,No,Material only,1060.0,1,No,1
635,69128619,Male,1991-05-18,OK,728-846-5942,Gold,16637107,Natural causes,2018-08-23,Home,No,Material and injury,19040.0,4,No,1
636,76933532,Female,1976-10-04,PA,892-468-9436,Platinum,18226024,Other causes,2018-01-26,Auto,No,Material only,2150.0,3,No,1
637,25174766,Female,1995-07-19,VT,298-139-6894,Platinum,83706832,Other driver error,2017-02-23,Auto,No,Material only,1060.0,1,No,1
638,38923726,Female,1988-04-28,VT,182-927-4389,Gold,38488079,Other causes,2018-07-27,Auto,No,Injury only,26850.0,1,No,1
639,53225913,Female,1964-04-08,WY,568-238-7849,Silver,30691877,Crime,2017-10-31,Auto,No,Material only,3381.0,2,Yes,1
640,83086717,Male,1965-10-12,SC,948-634-1547,Gold,52826622,Driver error,2017-02-17,Auto,No,Material and injury,23940.0,1,No,1
641,40460125,Female,1997-12-29,KY,149-439-8456,Silver,22476903,Other causes,2017-02-03,Auto,No,Material only,1564.0,1,Yes,1
642,88200222,Female,1966-09-15,NM,234-625-7536,Silver,86506515,Crime,2018-03-28,Auto,Unknown,Material only,1780.0,1,No,0
643,88878373,Female,1966-07-05,CT,536-642-3159,Gold,69620654,Other causes,2017-01-21,Auto,Unknown,Material only,3001.5,2,Yes,0
644,97545319,Male,1963-04-18,OR,749-261-7893,Silver,3487779,Crime,2018-06-30,Auto,No,Injury only,33520.0,1,No,1
645,64610611,Male,1987-07-15,MO,854-324-1974,Silver,75470279,Driver error,2018-01-26,Auto,Yes,Injury only,35910.0,3,No,1
646,24310699,Male,1981-11-21,ME,857-617-2867,Platinum,48386154,Natural causes,2018-01-26,Auto,Unknown,Material only,1210.0,1,No,0
647,42569977,Female,1997-03-24,MS,532-438-5347,Silver,52262269,Other driver error,2017-04-18,Auto,Yes,Material and injury,36170.0,1,No,1
648,34803042,Female,1969-01-01,MI,148-169-8712,Platinum,79783763,Driver error,2018-03-21,Auto,No,Material only,1265.0,1,Yes,1
649,25512276,Male,1983-12-18,NY,748-391-1549,Gold,89665136,Driver error,2017-11-13,Auto,No,Material and injury,16380.0,1,No,1
650,9205013,Male,1963-12-11,DE,239-368-6759,Platinum,40283824,Driver error,2018-06-17,Auto,Yes,Material and injury,23430.0,1,No,1
651,29517588,Female,1999-09-15,OH,783-978-8392,Silver,74043997,Natural causes,2018-08-03,Auto,No,Material only,2553.0,4,Yes,1
652,71462870,Male,1981-04-27,NJ,495-278-7638,Platinum,45864947,Crime,2017-11-13,Auto,No,Material only,1870.0,3,No,1
653,53886536,Male,1960-08-19,FL,879-351-3681,Gold,54333326,Driver error,2017-07-28,Auto,No,Material only,2270.0,1,No,1
654,89279737,Female,1964-11-04,OK,912-289-1532,Platinum,93183406,Driver error,2017-10-31,Auto,No,Material and injury,21920.0,1,No,1
655,5027573,Male,1989-08-27,NM,948-589-4138,Gold,8199355,Natural causes,2017-02-10,Auto,No,Material only,1490.0,1,No,1
656,69204774,Male,1960-06-18,MA,613-746-6123,Platinum,10852541,Other causes,2018-05-01,Auto,No,Material only,2265.5,1,Yes,1
657,9466593,Female,1978-05-21,CT,826-527-2935,Gold,21734808,Driver error,2017-08-11,Auto,No,Material only,1472.0,1,Yes,1
658,30679789,Female,1971-07-27,RI,571-543-7321,Silver,10245277,Crime,2018-06-10,Auto,Unknown,Injury only,36010.0,2,No,0
659,15000907,Male,1964-07-27,NH,658-953-7692,Silver,63191767,Driver error,2017-07-08,Auto,No,Material only,2340.0,3,No,1
660,96795364,Female,1963-07-27,TX,548-374-3892,Silver,52752958,Other causes,2017-11-13,Auto,Unknown,Material only,2250.0,1,No,0
661,33152432,Female,1988-03-25,IL,752-932-1462,Gold,31711102,Other driver error,2018-03-01,Auto,No,Material only,1500.0,1,No,1
662,42867092,Female,1970-08-22,SC,596-249-8736,Silver,64659108,Other causes,2018-05-28,Auto,No,Injury only,12467.68,1,Yes,1
663,47145694,Female,1961-07-18,MT,642-359-2349,Gold,72987943,Other driver error,2017-08-31,Auto,No,Material only,1590.0,1,No,1
664,72833735,Female,1971-01-17,KY,893-531-9732,Silver,79708200,Crime,2018-04-24,Auto,Unknown,Material only,2495.5,1,Yes,0
665,3771583,Female,1978-02-12,OK,972-634-1294,Silver,97455990,Other causes,2017-01-27,Auto,No,Material only,1242.0,1,Yes,1
666,8609975,Male,1967-12-27,TN,142-326-1568,Platinum,51408016,Natural causes,2017-02-10,Auto,No,Material only,2890.0,1,No,1
667,29235935,Female,1998-10-27,MD,281-869-9351,Platinum,44394229,Driver error,2017-08-24,Auto,Yes,Injury only,30500.0,1,No,1
668,35459428,Male,1991-11-06,NH,642-462-7695,Silver,90369587,Driver error,2017-03-09,Auto,No,Injury only,32040.0,6,No,1
669,2917414,Female,1982-08-30,SD,725-146-3826,Platinum,31487982,Other causes,2017-03-16,Auto,No,Material and injury,17070.0,1,No,1
670,55982230,Male,1991-05-05,MO,152-467-3764,Platinum,15510973,Other driver error,2018-01-06,Auto,Unknown,Material and injury,29428.5,1,Yes,0
671,69872861,Female,1964-03-05,VA,872-897-8156,Silver,40870759,Other causes,2017-03-02,Home,No,Material only,2900.0,3,No,1
672,44866465,Male,1992-08-31,SD,738-518-3125,Silver,81034752,Other causes,2017-11-13,Auto,Yes,Injury only,31240.0,1,No,1
673,39554038,Male,1970-04-05,MT,537-231-1768,Silver,77521871,Driver error,2018-07-14,Auto,No,Material only,2047.0,1,Yes,1
674,14712345,Male,1992-12-05,TN,527-732-1987,Silver,23669610,Natural causes,2018-01-20,Auto,Unknown,Material only,1630.0,1,No,0
675,41660480,Female,1980-01-11,ID,439-961-5261,Silver,61635645,Driver error,2018-06-23,Home,No,Material only,12467.68,1,No,1
676,53981675,Male,1986-04-09,SC,839-731-7381,Platinum,95115614,Driver error,2018-03-21,Auto,No,Material and injury,21940.0,1,No,1
677,287476,Male,1988-07-28,FL,364-598-1549,Silver,45780237,Natural causes,2017-10-17,Auto,Unknown,Material only,1621.5,2,Yes,0
678,58378868,Female,1984-10-29,IA,367-512-2167,Gold,46992958,Driver error,2018-04-10,Auto,No,Material only,1240.0,2,No,1
679,62960540,Male,1988-07-29,TN,159-976-1642,Silver,37713174,Other causes,2018-06-03,Auto,No,Injury only,34390.0,4,No,1
680,36780334,Male,1976-01-11,VT,253-864-1967,Silver,13952270,Natural causes,2018-02-22,Auto,No,Material only,2340.0,1,No,1
681,17814402,Female,1984-07-14,PA,136-379-5432,Silver,45544311,Driver error,2017-02-03,Auto,No,Material and injury,35480.0,1,No,1
682,4420512,Male,1991-05-27,PA,316-643-2935,Silver,4342527,Natural causes,2017-01-07,Auto,No,Material only,1860.0,1,No,1
683,51485708,Female,1997-04-23,WI,219-562-9756,Gold,16347699,Crime,2018-09-19,Auto,No,Material only,2010.0,1,No,1
684,71496799,Male,1995-05-27,ND,843-251-7481,Platinum,88554126,Natural causes,2017-06-04,Auto,No,Material only,2520.0,1,No,1
685,85983291,Female,1962-06-19,AR,715-829-4859,Gold,74280541,Other causes,2018-05-07,Auto,No,Material only,1518.0,3,Yes,1
686,29500814,Male,1962-10-09,SD,476-851-9768,Platinum,8623615,Crime,2017-03-09,Auto,No,Material only,2150.5,5,Yes,1
687,74351384,Male,1986-07-02,LA,372-572-7263,Silver,41352743,Driver error,2018-07-20,Auto,No,Material only,12467.68,1,No,1
688,72363224,Male,1969-01-06,SC,271-324-8534,Silver,78204177,Natural causes,2018-01-13,Auto,No,Material only,1500.0,1,No,1
689,41106063,Male,1988-03-26,FL,284-876-9462,Gold,47463520,Driver error,2018-10-03,Home,No,Material only,2830.0,1,No,1
690,57043846,Male,1996-12-24,RI,756-197-4972,Silver,38818122,Other causes,2017-04-05,Auto,Yes,Injury only,34490.0,1,No,1
691,31740446,Male,1973-03-26,NY,163-473-1482,Gold,36164960,Natural causes,2017-03-09,Auto,No,Material only,2553.0,1,Yes,1
692,17690710,Male,1973-03-03,ME,693-739-2369,Silver,3271117,Crime,2017-07-28,Auto,Yes,Injury only,32180.0,1,No,1
693,50771198,Male,1994-12-15,ND,361-249-7392,Silver,73337887,Other causes,2017-04-05,Auto,Yes,Material only,1020.0,1,No,1
694,23460895,Male,1967-01-22,CT,567-179-5829,Platinum,73456426,Other causes,2018-08-10,Auto,No,Material and injury,34994.5,1,Yes,1
695,33628817,Male,1964-08-12,MS,243-497-9317,Silver,50234626,Other causes,2017-04-12,Auto,Yes,Material only,2800.0,1,No,1
696,32791401,Male,1994-07-27,MN,421-738-4967,Platinum,85883298,Driver error,2017-06-18,Auto,No,Material only,1630.0,1,No,1
697,86491727,Female,1997-01-29,IL,294-187-3286,Gold,32178193,Driver error,2018-10-30,Home,Unknown,Material only,1860.0,1,No,0
698,99674324,Male,1965-01-28,UT,517-562-4916,Silver,4549014,Other causes,2018-07-07,Auto,No,Injury only,21480.0,1,No,1
699,81371138,Female,1963-11-09,MI,198-641-6743,Gold,57099061,Other causes,2017-07-28,Auto,No,Material only,3358.0,1,Yes,1
700,30199988,Female,1965-03-17,WY,321-296-9823,Platinum,16326173,Other causes,2017-07-28,Auto,No,Material only,1978.0,3,Yes,1
701,20299691,Male,1988-07-04,TN,375-958-4571,Platinum,90831325,Natural causes,2017-10-04,Auto,No,Material only,2093.0,5,Yes,1
702,40591588,Male,1984-11-01,CA,652-837-5837,Silver,80286970,Driver error,2017-04-25,Auto,Unknown,Material and injury,39928.0,1,Yes,0
703,28871739,Female,1977-04-29,NY,132-423-5694,Platinum,86285484,Other causes,2018-10-09,Auto,No,Material only,1920.5,1,Yes,1
704,46995469,Male,1973-08-23,MA,592-471-5829,Platinum,91324151,Driver error,2017-08-24,Auto,No,Material only,2520.0,1,No,1
705,8774687,Male,1980-05-08,KS,813-179-4628,Silver,71690988,Other causes,2018-01-20,Auto,No,Material only,12467.68,1,No,1
706,42083451,Male,1967-11-23,AK,689-375-9463,Platinum,6365892,Driver error,2017-08-31,Auto,No,Material only,2400.0,1,No,1
707,50560987,Male,1971-01-28,NM,927-641-9614,Platinum,36047575,Other causes,2018-09-06,Auto,Unknown,Material and injury,21700.0,3,No,0
708,88881248,Female,1963-05-03,SC,389-128-5432,Gold,68716231,Driver error,2018-04-24,Auto,Yes,Material only,1610.0,4,No,1
709,30060683,Female,1983-07-02,AR,549-267-4197,Gold,57073975,Other causes,2017-01-21,Auto,No,Material only,2160.0,1,No,1
710,28999720,Male,1968-11-02,FL,534-219-7419,Platinum,12839550,Crime,2017-07-01,Auto,Unknown,Material only,2360.0,1,No,0
711,40971431,Female,1975-07-08,DE,519-935-1384,Platinum,92426104,Other causes,2017-01-14,Auto,No,Material and injury,46483.0,1,Yes,1
712,46866733,Female,1969-01-18,MN,453-351-9582,Gold,97877027,Other driver error,2018-05-07,Auto,Yes,Injury only,12467.68,3,No,1
713,6563653,Male,1976-03-02,NV,257-579-6281,Platinum,24499029,Other causes,2018-06-23,Auto,Unknown,Material and injury,21530.0,2,No,0
714,9959859,Male,1970-11-18,NV,265-456-8296,Gold,68477126,Crime,2017-04-12,Auto,No,Material only,3105.0,3,Yes,1
715,71404791,Female,1979-09-08,NJ,154-695-4765,Gold,75728799,Other driver error,2017-09-20,Auto,No,Material only,1368.5,3,Yes,1
716,73491590,Female,1987-06-18,TX,196-126-1725,Gold,90380974,Other causes,2017-10-17,Home,Unknown,Material only,2270.0,4,No,0
717,11429044,Male,1978-03-16,NC,972-651-4751,Silver,70157196,Other driver error,2017-09-07,Auto,Yes,Material and injury,33730.0,1,No,1
718,45634936,Female,1967-06-11,OK,173-527-4698,Platinum,3109692,Other driver error,2018-07-07,Auto,No,Material only,1890.0,1,No,1
719,71108576,Male,1966-12-20,AL,783-148-8715,Silver,45237349,Driver error,2018-01-26,Auto,No,Material and injury,39997.0,1,Yes,1
720,9017128,Female,1967-11-29,MS,951-573-4932,Silver,54356654,Other causes,2017-03-16,Auto,Unknown,Material and injury,19530.0,1,No,0
721,72587271,Female,1971-09-09,OK,372-592-3274,Silver,17339152,Other causes,2017-10-17,Auto,Unknown,Injury only,18140.0,2,No,0
722,12673582,Female,1982-05-15,VT,869-941-8925,Gold,77576085,Other causes,2017-10-31,Auto,Unknown,Injury only,33400.0,1,No,0
723,44821508,Male,1972-02-27,KY,651-851-4785,Platinum,51004421,Crime,2018-01-06,Home,No,Material only,2740.0,2,No,1
724,85683729,Male,1975-08-23,SD,416-182-5128,Silver,77750303,Other causes,2018-03-14,Auto,No,Material only,12467.68,1,No,1
725,90115894,Male,1969-11-16,OH,327-875-8379,Platinum,94869704,Natural causes,2017-10-04,Auto,Yes,Material only,2240.0,1,No,1
726,45566276,Male,1980-05-31,TX,362-764-1857,Platinum,51895230,Natural causes,2017-10-31,Auto,No,Material only,3231.5,4,Yes,1
727,12827745,Female,1972-11-16,HI,845-491-5421,Silver,88838829,Natural causes,2017-10-31,Auto,Unknown,Injury only,19470.0,1,No,0
728,28590552,Female,1964-01-10,TN,189-813-7561,Silver,26678377,Other causes,2018-10-23,Auto,Unknown,Material and injury,25160.0,1,No,0
729,15965441,Female,1974-05-26,NV,327-934-6843,Silver,74826240,Driver error,2018-01-06,Auto,No,Material only,2120.0,1,No,1
730,12779308,Female,1985-02-03,SD,415-968-7496,Platinum,71212663,Other causes,2018-04-04,Auto,No,Material only,1560.0,1,No,1
731,53719176,Male,1992-05-29,FL,174-342-7516,Silver,43635378,Other driver error,2018-05-14,Auto,Unknown,Injury only,12467.68,6,Yes,0
732,51842360,Female,1976-12-03,AK,147-475-9412,Platinum,75624437,Other causes,2017-01-27,Home,No,Material only,1130.0,1,No,1
733,56398264,Female,1979-06-29,NY,713-394-6524,Silver,20605494,Natural causes,2018-01-06,Auto,Unknown,Material only,2090.0,2,No,0
734,73898057,Female,1960-05-25,KS,418-459-4571,Platinum,34947297,Other causes,2018-03-21,Auto,Unknown,Material only,1610.0,4,Yes,0
735,2476913,Male,1983-06-06,OH,591-934-6948,Gold,92782157,Driver error,2017-09-07,Auto,No,Injury only,22130.0,1,No,1
736,66267050,Female,1962-05-14,NE,716-145-5671,Gold,94080912,Other causes,2017-12-30,Auto,No,Material only,2250.0,1,No,1
737,46551094,Female,1970-08-01,OR,564-598-2173,Platinum,78194735,Other driver error,2018-07-20,Auto,Yes,Material and injury,33640.0,1,No,1
738,5061178,Female,1972-10-14,AR,532-216-1635,Silver,80180191,Other driver error,2017-07-08,Auto,No,Material and injury,19100.0,1,No,1
739,29323970,Male,1971-03-03,NE,783-653-9163,Gold,58878919,Driver error,2017-01-01,Auto,Unknown,Material only,1840.0,1,Yes,0
740,67243622,Male,1986-10-17,NE,715-435-9327,Gold,6342208,Other driver error,2018-01-20,Auto,Unknown,Material only,12467.68,1,No,0
741,62861487,Male,1987-08-09,NV,851-758-3157,Gold,39476021,Other causes,2018-10-23,Auto,Yes,Injury only,19340.0,1,No,1
742,98083433,Male,1971-10-16,CA,912-418-8739,Gold,24782645,Driver error,2017-05-02,Auto,No,Material only,1120.0,3,No,1
743,15681024,Female,1983-11-28,AL,216-539-3569,Silver,30927069,Natural causes,2017-03-22,Auto,No,Material and injury,14220.0,1,No,1
744,92644503,Male,1989-04-18,PA,845-829-8214,Gold,65211497,Other driver error,2017-11-20,Auto,Yes,Injury only,18650.0,1,No,1
745,65916260,Female,1996-04-06,KS,687-698-6425,Platinum,98646052,Other driver error,2018-07-07,Auto,No,Material only,3415.5,1,Yes,1
746,34953203,Female,1997-05-09,ME,728-597-3415,Platinum,43489145,Other driver error,2017-02-23,Auto,Yes,Injury only,19400.0,1,No,1
747,99961993,Male,1995-06-10,AL,234-943-2876,Platinum,47262068,Driver error,2018-10-23,Home,No,Material only,2310.0,1,No,1
748,42098367,Female,1974-10-27,MA,278-485-6849,Gold,16286241,Other causes,2018-10-09,Auto,Unknown,Material and injury,24621.5,1,Yes,0
749,9130038,Female,1964-11-22,TN,382-247-4267,Silver,51587897,Natural causes,2017-08-31,Auto,No,Material only,3128.0,1,Yes,1
750,80562391,Female,1960-02-24,NY,521-689-3269,Gold,2228834,Crime,2017-03-29,Auto,Unknown,Material only,3369.5,1,Yes,0
751,28932340,Male,1996-01-05,LA,652-265-8231,Gold,25213498,Driver error,2018-10-30,Auto,Unknown,Material only,12467.68,1,No,0
752,79212942,Female,1960-01-31,NY,371-639-4189,Platinum,86303772,Other driver error,2018-06-23,Auto,Unknown,Material and injury,12467.68,1,No,0
753,5864769,Male,1982-11-17,CO,314-953-3162,Gold,63268924,Crime,2017-12-30,Auto,Yes,Injury only,34460.0,1,No,1
754,3955265,Male,1977-02-27,IN,324-296-9625,Platinum,30225071,Other causes,2017-02-17,Auto,Unknown,Material and injury,37740.0,1,No,0
755,42882285,Female,1962-12-21,SD,149-928-6451,Platinum,18824405,Natural causes,2017-01-21,Auto,No,Material only,2357.5,1,Yes,1
756,96134505,Female,1984-06-03,CT,832-482-4236,Silver,38416376,Other driver error,2017-05-22,Auto,No,Injury only,33522.5,1,Yes,1
757,8375366,Female,1963-07-29,AL,875-392-9487,Gold,46163490,Crime,2017-12-03,Auto,Unknown,Material only,2110.0,1,No,0
758,82000019,Male,1992-10-10,MI,785-894-3194,Silver,23027360,Driver error,2018-03-08,Auto,No,Injury only,33752.5,1,Yes,1
759,30394029,Female,1970-01-08,SC,742-324-8253,Gold,90155895,Other driver error,2018-07-20,Auto,No,Material only,1070.0,3,No,1
760,51525336,Female,1978-06-06,HI,485-435-7918,Silver,95712960,Other causes,2017-06-04,Auto,Unknown,Injury only,33465.0,1,Yes,0
761,54963034,Female,1966-04-14,CT,937-293-7985,Platinum,10714529,Crime,2018-08-03,Auto,Yes,Injury only,16480.0,3,No,1
762,90876878,Male,1993-03-20,OH,897-689-5672,Silver,20402925,Driver error,2018-07-27,Auto,Unknown,Injury only,13820.0,1,No,0
763,16216085,Female,1972-12-26,VT,719-273-4738,Platinum,19571605,Other causes,2018-01-20,Auto,No,Material only,2880.0,1,No,1
764,11982382,Male,1988-03-14,OH,439-628-2835,Gold,67588341,Other driver error,2018-09-19,Auto,No,Material only,1640.0,1,No,1
765,33290806,Male,1996-08-29,FL,938-486-2376,Gold,7014549,Driver error,2017-01-14,Auto,No,Material only,2550.0,1,No,1
766,39628347,Female,1970-06-10,SD,591-895-6541,Platinum,24046062,Other causes,2017-12-10,Auto,No,Material only,2220.0,5,No,1
767,84277947,Female,1997-08-16,IL,364-165-1298,Silver,65853604,Natural causes,2017-11-06,Auto,No,Material only,2370.0,1,No,1
768,95856464,Male,1999-06-03,WI,354-648-3765,Gold,30981307,Crime,2017-05-29,Auto,No,Material only,1120.0,1,No,1
769,67335009,Female,1983-02-26,MA,732-284-9752,Platinum,45469731,Other causes,2017-04-18,Auto,Yes,Material and injury,20610.0,1,No,1
770,8765210,Male,1973-05-27,WA,893-183-3164,Gold,99553356,Other causes,2017-07-08,Auto,No,Material and injury,34200.0,1,No,1
771,77765211,Male,1981-10-08,NV,754-754-6471,Silver,94540900,Driver error,2018-05-01,Home,No,Material only,2580.0,1,No,1
772,39035416,Male,1961-07-29,IA,785-836-9316,Platinum,91784105,Other causes,2017-08-11,Auto,Unknown,Material only,2540.0,2,No,0
773,5264479,Male,1983-09-04,WI,738-216-9185,Gold,82709186,Other causes,2017-07-28,Auto,Unknown,Injury only,24220.0,1,No,0
774,24769711,Male,1966-08-04,NH,159-574-8794,Silver,40794950,Driver error,2017-02-10,Auto,Yes,Material and injury,20380.0,2,No,1
775,98142348,Male,1976-07-25,CA,416-278-7936,Platinum,97253910,Other causes,2017-07-22,Auto,No,Material only,2564.5,2,Yes,1
776,22328083,Male,1972-09-15,MT,384-486-4537,Silver,17672041,Other causes,2017-05-02,Auto,Yes,Material and injury,30170.0,2,No,1
777,85984961,Female,1982-08-29,CA,948-162-6123,Silver,42920871,Natural causes,2018-05-14,Auto,Unknown,Material only,3231.5,1,Yes,0
778,46937376,Female,1994-02-15,AL,784-895-3481,Gold,4401566,Natural causes,2017-06-18,Auto,No,Material only,1980.0,1,No,1
779,54252815,Female,1992-04-01,IN,625-425-9124,Gold,89430255,Other causes,2018-03-14,Auto,Unknown,Injury only,16680.0,1,No,0
780,17774827,Male,1967-06-09,FL,239-143-5279,Gold,64295252,Other causes,2017-10-10,Auto,No,Material only,1370.0,1,No,1
781,80544918,Female,1987-06-22,MS,739-748-9768,Platinum,60065436,Crime,2017-08-11,Auto,No,Material only,1430.0,1,No,1
782,18818283,Female,1997-05-03,CT,179-136-6493,Platinum,12799217,Natural causes,2018-10-23,Auto,No,Material only,12467.68,3,No,1
783,22370979,Male,1962-01-17,CO,768-829-7481,Silver,49968358,Other driver error,2017-02-17,Auto,Yes,Material and injury,24050.0,2,No,1
784,88623068,Female,1978-05-14,FL,532-674-5268,Silver,78332196,Other causes,2017-12-17,Auto,Yes,Material and injury,15040.0,1,No,1
785,89044601,Male,1964-10-21,AL,613-467-9145,Gold,56742072,Driver error,2017-10-24,Auto,No,Material and injury,17951.5,1,Yes,1
786,73876237,Female,1975-01-27,AL,879-185-4857,Silver,98596005,Driver error,2018-09-12,Auto,No,Material only,2130.0,1,No,1
787,47585713,Male,1971-04-20,ND,627-861-9247,Platinum,39451038,Other causes,2017-03-29,Auto,Unknown,Injury only,33140.0,1,No,0
788,16981057,Female,1966-08-07,MT,685-645-1276,Gold,19691755,Other causes,2017-03-09,Auto,Yes,Injury only,30080.0,1,No,1
789,32301882,Male,1967-05-31,NM,124-437-6728,Silver,35445367,Crime,2018-03-21,Auto,No,Material only,1310.0,1,No,1
790,16717085,Male,1984-12-11,AR,172-426-6187,Gold,66768314,Other causes,2017-06-11,Auto,No,Material only,2740.0,2,No,1
791,75192560,Female,1984-03-22,IA,784-943-8563,Platinum,68843304,Other driver error,2018-06-23,Auto,Yes,Injury only,37520.0,1,No,1
792,24715429,Female,1981-03-23,WY,689-678-8591,Platinum,28290047,Natural causes,2018-03-28,Auto,Yes,Material only,2390.0,3,No,1
793,2121802,Male,1980-08-27,PA,827-714-7821,Silver,73088898,Other causes,2017-02-17,Auto,Yes,Material and injury,32090.0,1,No,1
794,30966524,Male,1985-01-31,RI,847-169-5361,Gold,23145140,Natural causes,2018-04-17,Auto,No,Injury only,16870.0,1,No,1
795,63238733,Female,1993-09-08,AZ,268-398-8256,Gold,72238494,Other causes,2017-09-07,Auto,No,Injury only,12467.68,1,No,1
796,39608351,Male,1983-12-03,IA,142-758-5874,Gold,58812093,Natural causes,2018-04-10,Auto,Yes,Material only,2750.0,1,No,1
797,16453494,Female,1978-04-17,CT,786-768-5678,Silver,20354423,Other driver error,2018-04-17,Auto,Unknown,Material only,2480.0,1,No,0
798,92789350,Male,1971-08-14,CT,486-257-6798,Silver,85043191,Other driver error,2018-02-02,Auto,No,Material only,1170.0,2,No,1
799,83706741,Female,1971-11-13,NJ,368-385-8726,Silver,44561119,Crime,2017-12-24,Auto,Yes,Material only,2633.5,1,Yes,1
800,92400577,Male,1971-05-14,MA,625-823-4875,Silver,58673943,Other causes,2018-06-23,Auto,No,Material only,12467.68,1,Yes,1
801,90646435,Female,1978-12-07,IL,356-975-8315,Gold,84632427,Other causes,2018-09-19,Auto,Unknown,Injury only,25350.0,1,No,0
